Timestamp,RelativeHumidity (%)
2025-06-02T09:52:44.152223,59.35
2025-06-02T09:52:45.172006,59.35
2025-06-02T09:52:46.205991,59.36
2025-06-02T09:52:47.183267,59.36
2025-06-02T09:52:48.336114,59.36
2025-06-02T09:52:49.416202,59.36
2025-06-02T09:52:50.511957,59.36
2025-06-02T09:52:51.607680,59.34
2025-06-02T09:52:52.674479,59.34
2025-06-02T09:52:53.692231,59.34
2025-06-02T09:52:54.714716,59.34
2025-06-02T09:52:55.702721,59.34
2025-06-02T09:52:56.722606,59.36
2025-06-02T09:52:57.742250,59.36
2025-06-02T09:52:58.734122,59.36
2025-06-02T09:52:59.723046,59.36
2025-06-02T09:53:00.700129,59.36
2025-06-02T09:53:01.688077,59.37
2025-06-02T09:53:02.680521,59.37
2025-06-02T09:53:03.654105,59.37
2025-06-02T09:53:04.659304,59.37
2025-06-02T09:53:05.678744,59.37
2025-06-02T09:53:06.655117,59.37
2025-06-02T09:53:07.688369,59.34
2025-06-02T09:53:08.665745,59.34
2025-06-02T09:53:09.714191,59.34
2025-06-02T09:53:10.690297,59.34
2025-06-02T09:53:11.710523,59.34
2025-06-02T09:53:12.714249,59.42
2025-06-02T09:53:13.690188,59.42
2025-06-02T09:53:14.679604,59.42
2025-06-02T09:53:15.655177,59.42
2025-06-02T09:53:16.645286,59.42
2025-06-02T09:53:17.664335,59.37
2025-06-02T09:53:18.655072,59.37
2025-06-02T09:53:19.659238,59.37
2025-06-02T09:53:20.679352,59.37
2025-06-02T09:53:21.656372,59.37
2025-06-02T09:53:22.705601,59.39
2025-06-02T09:53:23.695093,59.39
2025-06-02T09:53:24.700427,59.39
2025-06-02T09:53:25.677179,59.39
2025-06-02T09:53:26.651756,59.39
2025-06-02T09:53:27.670770,59.42
2025-06-02T09:53:28.648130,59.42
2025-06-02T09:53:29.665815,59.42
2025-06-02T09:53:30.657660,59.42
2025-06-02T09:53:31.676718,59.42
2025-06-02T09:53:32.665012,59.42
2025-06-02T09:53:33.654787,59.38
2025-06-02T09:53:34.646297,59.38
2025-06-02T09:53:35.679994,59.38
2025-06-02T09:53:36.671024,59.38
2025-06-02T09:53:37.646583,59.38
2025-06-02T09:53:38.665998,59.39
2025-06-02T09:53:39.655610,59.39
2025-06-02T09:53:40.646878,59.39
2025-06-02T09:53:41.652607,59.39
2025-06-02T09:53:42.655806,59.39
2025-06-02T09:53:43.648365,59.36
2025-06-02T09:53:44.665818,59.36
2025-06-02T09:53:45.656499,59.36
2025-06-02T09:53:46.706968,59.36
2025-06-02T09:53:47.683439,59.36
2025-06-02T09:53:48.658566,59.41
2025-06-02T09:53:49.691187,59.41
2025-06-02T09:53:50.681794,59.41
2025-06-02T09:53:51.657219,59.41
2025-06-02T09:53:52.646894,59.41
2025-06-02T09:53:53.815758,59.37
2025-06-02T09:53:54.793086,59.37
2025-06-02T09:53:55.782230,59.37
2025-06-02T09:53:56.771138,59.37
2025-06-02T09:53:57.746026,59.37
2025-06-02T09:53:58.722399,59.37
2025-06-02T09:53:59.711507,59.38
2025-06-02T09:54:00.701118,59.38
2025-06-02T09:54:01.677311,59.38
2025-06-02T09:54:02.667050,59.38
2025-06-02T09:54:03.642195,59.38
2025-06-02T09:54:04.691675,59.39
2025-06-02T09:54:05.681221,59.39
2025-06-02T09:54:06.658124,59.39
2025-06-02T09:54:07.648339,59.39
2025-06-02T09:54:08.654816,59.39
2025-06-02T09:54:09.642497,59.38
2025-06-02T09:54:10.647621,59.38
2025-06-02T09:54:11.651700,59.38
2025-06-02T09:54:12.642614,59.38
2025-06-02T09:54:13.676711,59.38
2025-06-02T09:54:14.728230,59.40
2025-06-02T09:54:15.762832,59.40
2025-06-02T09:54:16.738028,59.40
2025-06-02T09:54:17.713600,59.40
2025-06-02T09:54:18.688025,59.40
2025-06-02T09:54:19.662730,59.40
2025-06-02T09:54:20.655450,59.38
2025-06-02T09:54:21.642837,59.38
2025-06-02T09:54:22.648941,59.38
2025-06-02T09:54:23.653857,59.38
2025-06-02T09:54:24.643184,59.38
2025-06-02T09:54:25.661822,59.38
2025-06-02T09:54:26.667766,59.38
2025-06-02T09:54:27.657255,59.38
2025-06-02T09:54:28.676998,59.38
2025-06-02T09:54:29.653300,59.38
2025-06-02T09:54:30.657565,59.36
2025-06-02T09:54:31.649366,59.36
2025-06-02T09:54:32.983734,59.36
2025-06-02T09:54:34.107641,59.36
2025-06-02T09:54:35.187624,59.36
2025-06-02T09:54:36.164736,59.38
2025-06-02T09:54:37.154856,59.38
2025-06-02T09:54:38.143832,59.38
2025-06-02T09:54:39.149966,59.38
2025-06-02T09:54:40.186269,59.38
2025-06-02T09:54:41.159515,59.35
2025-06-02T09:54:42.162754,59.35
2025-06-02T09:54:43.155161,59.35
2025-06-02T09:54:44.143794,59.35
2025-06-02T09:54:45.192908,59.35
2025-06-02T09:54:46.169519,59.40
2025-06-02T09:54:47.172560,59.40
2025-06-02T09:54:48.152569,59.40
2025-06-02T09:54:49.154780,59.40
2025-06-02T09:54:50.157970,59.40
2025-06-02T09:54:51.163044,59.40
2025-06-02T09:54:52.182750,59.40
2025-06-02T09:54:53.158957,59.40
2025-06-02T09:54:54.149774,59.40
2025-06-02T09:54:55.168664,59.40
2025-06-02T09:54:56.144588,59.34
2025-06-02T09:54:57.178677,59.34
2025-06-02T09:54:58.155038,59.34
2025-06-02T09:54:59.144337,59.34
2025-06-02T09:55:00.178556,59.34
2025-06-02T09:55:01.155909,59.34
2025-06-02T09:55:02.158623,59.37
2025-06-02T09:55:03.163241,59.37
2025-06-02T09:55:04.184004,59.37
2025-06-02T09:55:05.174092,59.37
2025-06-02T09:55:06.194462,59.37
2025-06-02T09:55:07.184374,59.44
2025-06-02T09:55:08.218860,59.44
2025-06-02T09:55:09.238178,59.44
2025-06-02T09:55:10.318811,59.44
2025-06-02T09:55:11.294543,59.44
2025-06-02T09:55:12.269617,59.61
2025-06-02T09:55:13.244615,59.61
2025-06-02T09:55:14.233749,59.61
2025-06-02T09:55:15.209857,59.61
2025-06-02T09:55:16.185298,59.61
2025-06-02T09:55:17.189148,59.83
2025-06-02T09:55:18.165606,59.83
2025-06-02T09:55:19.198818,59.83
2025-06-02T09:55:20.174921,59.83
2025-06-02T09:55:21.165633,59.83
2025-06-02T09:55:22.169038,60.07
2025-06-02T09:55:23.160274,60.07
2025-06-02T09:55:24.193737,60.07
2025-06-02T09:55:25.184683,60.07
2025-06-02T09:55:26.189879,60.07
2025-06-02T09:55:27.179854,60.07
2025-06-02T09:55:28.228921,60.40
2025-06-02T09:55:29.293747,60.40
2025-06-02T09:55:30.344260,60.40
2025-06-02T09:55:31.350497,60.40
2025-06-02T09:55:32.369195,60.40
2025-06-02T09:55:33.346556,60.67
2025-06-02T09:55:34.379515,60.67
2025-06-02T09:55:35.480652,60.67
2025-06-02T09:55:36.602383,60.67
2025-06-02T09:55:37.694676,60.67
2025-06-02T09:55:38.671486,61.00
2025-06-02T09:55:39.646129,61.00
2025-06-02T09:55:40.695367,61.00
2025-06-02T09:55:41.670922,61.00
2025-06-02T09:55:42.690516,61.00
2025-06-02T09:55:43.680073,61.33
2025-06-02T09:55:44.669795,61.33
2025-06-02T09:55:45.689244,61.33
2025-06-02T09:55:46.666036,61.33
2025-06-02T09:55:47.655976,61.33
2025-06-02T09:55:48.660658,61.73
2025-06-02T09:55:49.651153,61.73
2025-06-02T09:55:50.656623,61.73
2025-06-02T09:55:51.646221,61.73
2025-06-02T09:55:52.665322,61.73
2025-06-02T09:55:53.684499,62.09
