Timestamp,RelativeHumidity (%),Temperature (°C)
2025-06-04T08:30:04.153705,94.24,
2025-06-04T08:30:05.158286,94.19,
2025-06-04T08:30:06.148858,94.19,
2025-06-04T08:30:07.156963,94.19,
2025-06-04T08:30:08.145079,94.19,
2025-06-04T08:30:09.150263,94.19,
2025-06-04T08:30:10.155778,94.12,
2025-06-04T08:30:11.144420,94.12,
2025-06-04T08:30:12.149364,94.12,
2025-06-04T08:30:13.168728,94.12,
2025-06-04T08:30:14.174235,94.12,
2025-06-04T08:30:15.164978,94.12,
2025-06-04T08:30:16.155462,94.07,
2025-06-04T08:30:17.192506,94.07,
2025-06-04T08:30:18.181631,94.07,
2025-06-04T08:30:19.169648,94.07,
2025-06-04T08:30:20.160384,94.07,
2025-06-04T08:30:21.163411,94.05,
2025-06-04T08:30:22.152963,94.05,
2025-06-04T08:30:23.159436,94.05,
2025-06-04T08:30:24.181565,94.05,
2025-06-04T08:30:25.184456,94.05,
2025-06-04T08:30:26.173973,93.95,
2025-06-04T08:30:27.166425,93.95,
2025-06-04T08:30:28.157140,93.95,
2025-06-04T08:30:29.163046,93.95,
2025-06-04T08:30:30.150696,93.95,
2025-06-04T08:30:31.156566,93.95,
2025-06-04T08:30:32.159234,93.95,
2025-06-04T08:30:33.165244,93.95,
2025-06-04T08:30:34.157441,93.95,
2025-06-04T08:30:35.162279,93.95,
2025-06-04T08:30:36.150509,93.86,
2025-06-04T08:30:37.157203,93.86,
2025-06-04T08:30:38.162679,93.86,
2025-06-04T08:30:39.168094,93.86,
2025-06-04T08:30:40.157905,93.86,
2025-06-04T08:30:41.160393,93.86,
2025-06-04T08:30:42.150938,93.81,
2025-06-04T08:30:43.159734,93.81,
2025-06-04T08:30:44.160092,93.81,
2025-06-04T08:30:45.165173,93.81,
2025-06-04T08:30:46.156141,93.81,
2025-06-04T08:30:47.160380,93.75,
2025-06-04T08:30:48.165542,93.75,
2025-06-04T08:30:49.170364,93.75,
2025-06-04T08:30:50.174368,93.75,
2025-06-04T08:30:51.165330,93.75,
2025-06-04T08:30:52.156588,93.72,
2025-06-04T08:30:53.160353,93.72,
2025-06-04T08:30:54.151558,93.72,
2025-06-04T08:30:55.158117,93.72,
2025-06-04T08:30:56.162172,93.72,
2025-06-04T08:30:57.165184,93.66,
2025-06-04T08:30:58.155482,93.66,
2025-06-04T08:30:59.160489,93.66,
2025-06-04T08:31:00.151306,93.66,
2025-06-04T08:31:01.158032,93.66,
2025-06-04T08:31:02.145559,93.63,
2025-06-04T08:31:03.151122,93.63,
2025-06-04T08:31:04.161971,93.63,
2025-06-04T08:31:05.161625,93.63,
2025-06-04T08:31:06.151602,93.63,
2025-06-04T08:31:07.158837,93.63,
2025-06-04T08:31:08.160096,93.55,
2025-06-04T08:31:09.153219,93.55,
2025-06-04T08:31:10.157057,93.55,
2025-06-04T08:31:11.160205,93.55,
2025-06-04T08:31:12.152054,93.55,
2025-06-04T08:31:13.157669,93.52,
2025-06-04T08:31:14.161931,93.52,
2025-06-04T08:31:15.184438,93.52,
2025-06-04T08:31:16.174109,93.52,
2025-06-04T08:31:17.160772,93.52,
2025-06-04T08:31:18.153733,93.47,
2025-06-04T08:31:19.157028,93.47,
2025-06-04T08:31:20.163230,93.47,
2025-06-04T08:31:21.165276,93.47,
2025-06-04T08:31:22.170880,93.47,
2025-06-04T08:31:23.162356,93.45,
2025-06-04T08:31:24.152114,93.45,
2025-06-04T08:31:25.170489,93.45,
2025-06-04T08:31:26.161888,93.45,
2025-06-04T08:31:27.166237,93.45,
2025-06-04T08:31:28.159109,93.45,
2025-06-04T08:31:29.163955,93.39,
2025-06-04T08:31:30.169285,93.39,
2025-06-04T08:31:31.157315,93.39,
2025-06-04T08:31:32.163339,93.39,
2025-06-04T08:31:33.152595,93.39,
2025-06-04T08:31:34.159130,93.34,
2025-06-04T08:31:35.190334,93.34,
2025-06-04T08:31:36.166060,93.34,
2025-06-04T08:31:37.159550,93.34,
2025-06-04T08:31:38.163704,93.34,
2025-06-04T08:31:39.166856,93.26,
2025-06-04T08:31:40.157658,93.26,
2025-06-04T08:31:41.161767,93.26,
2025-06-04T08:31:42.167694,93.26,
2025-06-04T08:31:43.157904,93.26,
2025-06-04T08:31:44.162612,93.26,
2025-06-04T08:31:45.154148,93.26,
2025-06-04T08:31:46.158182,93.26,
2025-06-04T08:31:47.163493,93.26,
2025-06-04T08:31:48.153140,93.26,
2025-06-04T08:31:49.172030,93.19,
2025-06-04T08:31:50.162847,93.19,
2025-06-04T08:31:51.155281,93.19,
2025-06-04T08:31:52.159542,93.19,
2025-06-04T08:31:53.161753,93.19,
2025-06-04T08:31:54.169642,93.19,
2025-06-04T08:31:55.163110,93.18,
2025-06-04T08:31:56.162251,93.18,
2025-06-04T08:31:57.153718,93.18,
2025-06-04T08:31:58.158098,93.18,
2025-06-04T08:31:59.164850,93.18,
2025-06-04T08:32:00.155602,93.11,
2025-06-04T08:32:01.159793,93.11,
2025-06-04T08:32:02.164395,93.11,
2025-06-04T08:32:03.157235,93.11,
2025-06-04T08:32:04.158493,93.11,
2025-06-04T08:32:05.162060,93.09,
2025-06-04T08:32:06.153620,93.09,
2025-06-04T08:32:07.160159,93.09,
2025-06-04T08:32:08.163382,93.09,
2025-06-04T08:32:09.170973,93.09,
2025-06-04T08:32:10.159810,93.06,
2025-06-04T08:32:11.176608,93.06,
2025-06-04T08:32:12.153683,93.06,
2025-06-04T08:32:13.160395,93.06,
2025-06-04T08:32:14.149183,93.06,
2025-06-04T08:32:15.172725,93.01,
2025-06-04T08:32:16.188508,93.01,
2025-06-04T08:32:17.182748,93.01,
2025-06-04T08:32:18.167974,93.01,
2025-06-04T08:32:19.175503,93.01,
2025-06-04T08:32:20.163672,93.01,
2025-06-04T08:32:21.167860,92.96,
2025-06-04T08:32:22.159125,92.96,
2025-06-04T08:32:23.163842,92.96,
2025-06-04T08:32:24.168501,92.96,
2025-06-04T08:32:25.158563,92.96,
2025-06-04T08:32:26.163480,92.93,
2025-06-04T08:32:27.158769,92.93,
2025-06-04T08:32:28.162879,92.93,
2025-06-04T08:32:29.164919,92.93,
2025-06-04T08:32:30.156731,92.93,
2025-06-04T08:32:31.159619,92.85,
2025-06-04T08:32:32.149436,92.85,
2025-06-04T08:32:33.155142,92.85,
2025-06-04T08:32:34.161022,92.85,
2025-06-04T08:32:35.165376,92.85,
2025-06-04T08:32:36.184189,92.88,
2025-06-04T08:32:37.175479,92.88,
2025-06-04T08:32:38.165684,92.88,
2025-06-04T08:32:39.168825,92.88,
2025-06-04T08:32:40.159796,92.88,
2025-06-04T08:32:41.163630,92.81,
2025-06-04T08:32:42.156707,92.81,
2025-06-04T08:32:43.178957,92.81,
2025-06-04T08:32:44.166025,92.81,
2025-06-04T08:32:45.183844,92.81,
2025-06-04T08:32:46.158680,92.81,
2025-06-04T08:32:47.164551,92.75,
2025-06-04T08:32:48.155262,92.75,
2025-06-04T08:32:49.178113,92.75,
2025-06-04T08:32:50.166341,92.75,
2025-06-04T08:32:51.157218,92.75,
2025-06-04T08:32:52.162541,92.72,
2025-06-04T08:32:53.179591,92.72,
2025-06-04T08:32:54.184134,92.72,
2025-06-04T08:32:55.179191,92.72,
2025-06-04T08:32:56.166151,92.72,
2025-06-04T08:32:57.168456,92.70,
2025-06-04T08:32:58.174406,92.70,
2025-06-04T08:32:59.166978,92.70,
2025-06-04T08:33:00.157391,92.70,
2025-06-04T08:33:01.160599,92.70,
2025-06-04T08:33:02.179610,92.68,
2025-06-04T08:33:03.173371,92.68,
2025-06-04T08:33:04.160634,92.68,
2025-06-04T08:33:05.149403,92.68,
2025-06-04T08:33:06.173448,92.68,
2025-06-04T08:33:07.162113,92.63,
2025-06-04T08:33:08.151102,92.63,
2025-06-04T08:33:09.156311,92.63,
2025-06-04T08:33:10.160857,92.63,
2025-06-04T08:33:11.164749,92.63,
2025-06-04T08:33:12.156299,92.63,
2025-06-04T08:33:13.160994,92.58,
2025-06-04T08:33:14.151511,92.58,
2025-06-04T08:33:15.158085,92.58,
2025-06-04T08:33:16.161430,92.58,
2025-06-04T08:33:17.151301,92.58,
2025-06-04T08:33:18.156226,92.54,
2025-06-04T08:33:19.163576,92.54,
2025-06-04T08:33:20.165407,92.54,
2025-06-04T08:33:21.155317,92.54,
2025-06-04T08:33:22.161962,92.54,
2025-06-04T08:33:23.178994,92.52,
2025-06-04T08:33:24.156632,92.52,
2025-06-04T08:33:25.161467,92.52,
2025-06-04T08:33:26.151617,92.52,
2025-06-04T08:33:27.156800,92.52,
2025-06-04T08:33:28.163368,92.51,
2025-06-04T08:33:29.168688,92.51,
2025-06-04T08:33:30.157392,92.51,
2025-06-04T08:33:31.162051,92.51,
2025-06-04T08:33:32.164750,92.51,
2025-06-04T08:33:33.175054,92.51,
2025-06-04T08:33:34.163365,92.47,
2025-06-04T08:33:35.165520,92.47,
2025-06-04T08:33:36.171334,92.47,
2025-06-04T08:33:37.160479,92.47,
2025-06-04T08:33:38.166329,92.47,
2025-06-04T08:33:39.158816,92.43,
2025-06-04T08:33:40.162649,92.43,
2025-06-04T08:33:41.168319,92.43,
2025-06-04T08:33:42.157557,92.43,
2025-06-04T08:33:43.161814,92.43,
2025-06-04T08:33:44.166359,92.40,
2025-06-04T08:33:45.157944,92.40,
2025-06-04T08:33:46.175774,92.40,
2025-06-04T08:33:47.152063,92.40,
2025-06-04T08:33:48.171185,92.40,
2025-06-04T08:33:49.162496,92.38,
2025-06-04T08:33:50.165387,92.38,
2025-06-04T08:33:51.158950,92.38,
2025-06-04T08:33:52.162560,92.38,
2025-06-04T08:33:53.166608,92.38,
2025-06-04T08:33:54.171976,92.34,
2025-06-04T08:33:55.162641,92.34,
2025-06-04T08:33:56.153287,92.34,
2025-06-04T08:33:57.158097,92.34,
2025-06-04T08:33:58.165102,92.34,
2025-06-04T08:33:59.152708,92.34,
2025-06-04T08:34:00.156299,92.34,
2025-06-04T08:34:01.162413,92.34,
2025-06-04T08:34:02.153043,92.34,
2025-06-04T08:34:03.159473,92.34,
2025-06-04T08:34:04.162846,92.34,
2025-06-04T08:34:05.152887,92.29,
2025-06-04T08:34:06.165784,92.29,
2025-06-04T08:34:07.162081,92.29,
2025-06-04T08:34:08.153131,92.29,
2025-06-04T08:34:09.158352,92.29,
2025-06-04T08:34:10.163450,92.23,
2025-06-04T08:34:11.169551,92.23,
2025-06-04T08:34:12.157665,92.23,
2025-06-04T08:34:13.181090,92.23,
2025-06-04T08:34:14.166533,92.23,
2025-06-04T08:34:15.178400,92.24,
2025-06-04T08:34:16.163298,92.24,
2025-06-04T08:34:17.166671,92.24,
2025-06-04T08:34:18.190888,92.24,
2025-06-04T08:34:19.176070,92.24,
2025-06-04T08:34:20.167021,92.19,
2025-06-04T08:34:21.158010,92.19,
2025-06-04T08:34:22.164270,92.19,
2025-06-04T08:34:23.167302,92.19,
2025-06-04T08:34:24.158362,92.19,
2025-06-04T08:34:25.165031,92.19,
2025-06-04T08:34:26.167651,92.21,
2025-06-04T08:34:27.159293,92.21,
2025-06-04T08:34:28.177786,92.21,
2025-06-04T08:34:29.153305,92.21,
2025-06-04T08:34:30.158774,92.21,
2025-06-04T08:34:31.164267,92.15,
2025-06-04T08:34:32.168283,92.15,
2025-06-04T08:34:33.158812,92.15,
2025-06-04T08:34:34.165755,92.15,
2025-06-04T08:34:35.154053,92.15,
2025-06-04T08:34:36.162052,92.14,
2025-06-04T08:34:37.163078,92.14,
2025-06-04T08:34:38.152563,92.14,
2025-06-04T08:34:39.158828,92.14,
2025-06-04T08:34:40.163990,92.14,
2025-06-04T08:34:41.168105,92.11,
2025-06-04T08:34:42.159487,92.11,
2025-06-04T08:34:43.184552,92.11,
2025-06-04T08:34:44.169330,92.11,
2025-06-04T08:34:45.160850,92.11,
2025-06-04T08:34:46.165618,92.13,
2025-06-04T08:34:47.168345,92.13,
2025-06-04T08:34:48.173142,92.13,
2025-06-04T08:34:49.163827,92.13,
2025-06-04T08:34:50.154341,92.13,
2025-06-04T08:34:51.159067,92.13,
2025-06-04T08:34:52.165118,92.03,
2025-06-04T08:34:53.167813,92.03,
2025-06-04T08:34:54.160427,92.03,
2025-06-04T08:34:55.165099,92.03,
2025-06-04T08:34:56.154133,92.03,
2025-06-04T08:34:57.165027,92.02,
2025-06-04T08:34:58.178894,92.02,
2025-06-04T08:34:59.154059,92.02,
2025-06-04T08:35:00.160979,92.02,
2025-06-04T08:35:01.165443,92.02,
2025-06-04T08:35:02.171468,92.00,
2025-06-04T08:35:03.159906,92.00,
2025-06-04T08:35:04.163551,92.00,
2025-06-04T08:35:05.153893,92.00,
2025-06-04T08:35:06.159666,92.00,
2025-06-04T08:35:07.179298,92.00,
2025-06-04T08:35:08.167695,92.00,
2025-06-04T08:35:09.179231,92.00,
2025-06-04T08:35:10.164335,92.00,
2025-06-04T08:35:11.155263,92.00,
2025-06-04T08:35:12.158949,91.99,
2025-06-04T08:35:13.163092,91.99,
2025-06-04T08:35:14.182643,91.99,
2025-06-04T08:35:15.159054,91.99,
2025-06-04T08:35:16.163339,91.99,
2025-06-04T08:35:17.168510,91.99,
2025-06-04T08:35:18.159847,91.96,
2025-06-04T08:35:19.165271,91.96,
2025-06-04T08:35:20.154166,91.96,
2025-06-04T08:35:21.160986,91.96,
2025-06-04T08:35:22.164160,91.96,
2025-06-04T08:35:23.173518,91.91,
2025-06-04T08:35:24.174741,91.91,
2025-06-04T08:35:25.164038,91.91,
2025-06-04T08:35:26.155952,91.91,
2025-06-04T08:35:27.188842,91.91,
2025-06-04T08:35:28.165244,91.92,
2025-06-04T08:35:29.184566,91.92,
2025-06-04T08:35:30.174361,91.92,
2025-06-04T08:35:31.164708,91.92,
2025-06-04T08:35:32.155395,91.92,
2025-06-04T08:35:33.163612,91.88,
2025-06-04T08:35:34.164460,91.88,
2025-06-04T08:35:35.155382,91.88,
2025-06-04T08:35:36.161383,91.88,
2025-06-04T08:35:37.178622,91.88,
2025-06-04T08:35:38.155784,91.86,
2025-06-04T08:35:39.160898,91.86,
2025-06-04T08:35:40.166014,91.86,
2025-06-04T08:35:41.156685,91.86,
2025-06-04T08:35:42.161683,91.86,
2025-06-04T08:35:43.165402,91.86,
2025-06-04T08:35:44.156279,91.79,
2025-06-04T08:35:45.161758,91.79,
2025-06-04T08:35:46.180532,91.79,
2025-06-04T08:35:47.156862,91.79,
2025-06-04T08:35:48.161293,91.79,
2025-06-04T08:35:49.166121,91.81,
2025-06-04T08:35:50.155661,91.81,
2025-06-04T08:35:51.161464,91.81,
2025-06-04T08:35:52.166114,91.81,
2025-06-04T08:35:53.156039,91.81,
2025-06-04T08:35:54.164627,91.76,
2025-06-04T08:35:55.167232,91.76,
2025-06-04T08:35:56.170896,91.76,
2025-06-04T08:35:57.162020,91.76,
2025-06-04T08:35:58.166826,91.76,
2025-06-04T08:35:59.171721,91.76,
2025-06-04T08:36:00.161252,91.76,
2025-06-04T08:36:01.170688,91.76,
2025-06-04T08:36:02.185893,91.76,
2025-06-04T08:36:03.176033,91.76,
2025-06-04T08:36:04.171409,91.71,
2025-06-04T08:36:05.190161,91.71,
2025-06-04T08:36:06.176973,91.71,
2025-06-04T08:36:07.170803,91.71,
2025-06-04T08:36:08.157152,91.71,
2025-06-04T08:36:09.163431,91.71,
2025-06-04T08:36:10.184478,91.72,
2025-06-04T08:36:11.184754,91.72,
2025-06-04T08:36:12.162344,91.72,
2025-06-04T08:36:13.168813,91.72,
2025-06-04T08:36:14.157149,91.72,
2025-06-04T08:36:15.180882,91.68,
2025-06-04T08:36:16.167291,91.68,
2025-06-04T08:36:17.159922,91.68,
2025-06-04T08:36:18.162792,91.68,
2025-06-04T08:36:19.169213,91.68,
2025-06-04T08:36:20.175140,91.65,
2025-06-04T08:36:21.177140,91.65,
2025-06-04T08:36:22.182077,91.65,
2025-06-04T08:36:23.172485,91.65,
2025-06-04T08:36:24.162565,91.65,
2025-06-04T08:36:25.169560,91.65,
2025-06-04T08:36:26.156788,91.65,
2025-06-04T08:36:27.176098,91.65,
2025-06-04T08:36:28.165632,91.65,
2025-06-04T08:36:29.177705,91.65,
2025-06-04T08:36:30.164506,91.65,
2025-06-04T08:36:31.185486,91.62,
2025-06-04T08:36:32.173901,91.62,
2025-06-04T08:36:33.164255,91.62,
2025-06-04T08:36:34.166639,91.62,
2025-06-04T08:36:35.173543,91.62,
2025-06-04T08:36:36.164644,91.58,
2025-06-04T08:36:37.170352,91.58,
2025-06-04T08:36:38.173175,91.58,
2025-06-04T08:36:39.168901,91.58,
2025-06-04T08:36:40.169487,91.58,
2025-06-04T08:36:41.162979,91.60,
2025-06-04T08:36:42.163092,91.60,
2025-06-04T08:36:43.166800,91.60,
2025-06-04T08:36:44.174203,91.60,
2025-06-04T08:36:45.176966,91.60,
2025-06-04T08:36:46.168665,91.56,
2025-06-04T08:36:47.176214,91.56,
2025-06-04T08:36:48.163718,91.56,
2025-06-04T08:36:49.170639,91.56,
2025-06-04T08:36:50.173117,91.56,
2025-06-04T08:36:51.163816,91.52,
2025-06-04T08:36:52.166855,91.52,
2025-06-04T08:36:53.172838,91.52,
2025-06-04T08:36:54.164448,91.52,
2025-06-04T08:36:55.168936,91.52,
2025-06-04T08:36:56.173300,91.52,
2025-06-04T08:36:57.164425,91.51,
2025-06-04T08:36:58.167188,91.51,
2025-06-04T08:36:59.159501,91.51,
2025-06-04T08:37:00.166008,91.51,
2025-06-04T08:37:01.169916,91.51,
2025-06-04T08:37:02.172391,91.43,
2025-06-04T08:37:03.164450,91.43,
2025-06-04T08:37:04.166923,91.43,
2025-06-04T08:37:05.173761,91.43,
2025-06-04T08:37:06.164127,91.43,
2025-06-04T08:37:07.170944,91.48,
2025-06-04T08:37:08.159601,91.48,
2025-06-04T08:37:09.163809,91.48,
2025-06-04T08:37:10.169781,91.48,
2025-06-04T08:37:11.159823,91.48,
2025-06-04T08:37:12.164103,91.45,
2025-06-04T08:37:13.169344,91.45,
2025-06-04T08:37:14.173891,91.45,
2025-06-04T08:37:15.166827,91.45,
2025-06-04T08:37:16.169976,91.45,
2025-06-04T08:37:17.174263,91.45,
2025-06-04T08:37:18.165888,91.45,
2025-06-04T08:37:19.169294,91.45,
2025-06-04T08:37:20.161391,91.45,
2025-06-04T08:37:21.163485,91.45,
2025-06-04T08:37:22.170356,91.45,
2025-06-04T08:37:23.159633,91.42,
2025-06-04T08:37:24.166097,91.42,
2025-06-04T08:37:25.169647,91.42,
2025-06-04T08:37:26.175697,91.42,
2025-06-04T08:37:27.166060,91.42,
2025-06-04T08:37:28.155471,91.39,
2025-06-04T08:37:29.160023,91.39,
2025-06-04T08:37:30.165958,91.39,
2025-06-04T08:37:31.171657,91.39,
2025-06-04T08:37:32.160590,91.39,
2025-06-04T08:37:33.166081,91.40,
2025-06-04T08:37:34.169479,91.40,
2025-06-04T08:37:35.177810,91.40,
2025-06-04T08:37:36.167179,91.40,
2025-06-04T08:37:37.171464,91.40,
2025-06-04T08:37:38.162722,91.31,
2025-06-04T08:37:39.168788,91.31,
2025-06-04T08:37:40.169658,91.31,
2025-06-04T08:37:41.177794,91.31,
2025-06-04T08:37:42.165953,91.31,
2025-06-04T08:37:43.200022,91.35,
2025-06-04T08:37:44.204798,91.35,
2025-06-04T08:37:45.196436,91.35,
2025-06-04T08:37:46.184776,91.35,
2025-06-04T08:37:47.162096,91.35,
2025-06-04T08:37:48.164919,91.35,
2025-06-04T08:37:49.169267,91.32,
2025-06-04T08:37:50.193363,91.32,
2025-06-04T08:37:51.181266,91.32,
2025-06-04T08:37:52.171595,91.32,
2025-06-04T08:37:53.161737,91.32,
2025-06-04T08:37:54.166981,91.26,
2025-06-04T08:37:55.169279,91.26,
2025-06-04T08:37:56.176406,91.26,
2025-06-04T08:37:57.164873,91.26,
2025-06-04T08:37:58.157419,91.26,
2025-06-04T08:37:59.162394,91.28,
2025-06-04T08:38:00.166255,91.28,
2025-06-04T08:38:01.184668,91.28,
2025-06-04T08:38:02.162035,91.28,
2025-06-04T08:38:03.167230,91.28,
2025-06-04T08:38:04.170529,91.23,
2025-06-04T08:38:05.161285,91.23,
2025-06-04T08:38:06.167498,91.23,
2025-06-04T08:38:07.171673,91.23,
2025-06-04T08:38:08.162571,91.23,
2025-06-04T08:38:09.166302,91.27,
2025-06-04T08:38:10.172795,91.27,
2025-06-04T08:38:11.161401,91.27,
2025-06-04T08:38:12.169188,91.27,
2025-06-04T08:38:13.171657,91.27,
2025-06-04T08:38:14.163099,91.27,
2025-06-04T08:38:15.170065,91.21,
2025-06-04T08:38:16.171928,91.21,
2025-06-04T08:38:17.176535,91.21,
2025-06-04T08:38:18.167030,91.21,
2025-06-04T08:38:19.171537,91.21,
2025-06-04T08:38:20.179407,91.19,
2025-06-04T08:38:21.180752,91.19,
2025-06-04T08:38:22.156319,91.19,
2025-06-04T08:38:23.163250,91.19,
2025-06-04T08:38:24.168909,91.19,
2025-06-04T08:38:25.171751,91.17,
2025-06-04T08:38:26.164377,91.17,
2025-06-04T08:38:27.183601,91.17,
2025-06-04T08:38:28.170958,91.17,
2025-06-04T08:38:29.161862,91.17,
2025-06-04T08:38:30.169271,91.18,
